,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99,gene_100,gene_101,gene_102,gene_103,gene_104,gene_105,gene_106,gene_107,gene_108,gene_109,gene_110,gene_111,gene_112,gene_113,gene_114,gene_115,gene_116,gene_117,gene_118,gene_119,gene_120,gene_121,gene_122,gene_123,gene_124,gene_125
sample_425,0,5.139420378,4.805870243,6.73752453,9.563709182,0,7.793330187,0.714575239,0,0,1.547499185,0,2.537966932,0,0,0,0,0,1.547499185,9.327927584,3.684706549,5.971249237,7.932326974,0,0,0,7.528680705,8.987920538,5.835158576,4.753690103,0.971957335,4.268224771,6.461898484,4.510639175,11.91144068,8.086576797,0,0,9.229681645,0,9.708354524,0,0,0,0,8.827199777,10.25635024,11.1490294,11.39893604,0.714575239,9.065881923,8.755188032,11.72410878,9.928841076,8.923669175,9.666861311,9.553285617,7.13692961,11.10162775,2.950617715,7.304866926,2.615463382,2.758985343,1.833537816,9.286319795,10.6877256,9.926466499,3.119737968,9.27143268,3.821812241,8.101807631,7.778668546,3.821812241,8.922718186,0.971957335,6.533979091,3.492673596,3.916725034,9.327804111,8.703993523,9.136629752,6.151895338,8.848422639,10.71135724,4.244026969,0,11.15533055,2.758985343,7.874391243,12.37527298,9.627650609,2.615463382,2.689008355,4.786732262,4.550648294,8.22900142,7.901717687,3.720223734,10.80039034,8.745523073,10.36832093,10.82787459,9.943473051,10.46211368,9.157023493,6.810160296,1.833537816,1.379953597,0,10.56672955,10.4855174,0.971957335,10.62586406,9.172332493,8.337091107,10.92976141,8.32152228,5.01838047,12.98062694,8.267025409,9.64103296,8.852429633,7.253639514,8.053893309,10.5132045,10.59241032
sample_426,0,2.258850541,3.451527646,6.210562255,9.694805341,0,7.138824706,0.466026688,0,0,0,0.81770511,2.266876472,1.10017032,0.81770511,0,0,0,0,9.870205953,3.230833209,4.881366066,8.739004214,0,0,0,6.191045392,8.528711956,6.089690932,7.594712754,0,0.81770511,6.316020805,5.881527586,13.72567513,8.528711956,0,0,9.617083553,1.875386905,10.22391723,2.827920619,0,0,4.27063359,6.278674325,10.69824453,9.265900979,11.14312807,0,8.05315479,9.173662147,12.4574091,9.978310052,8.803210889,7.562021041,10.56188934,6.191045392,8.22293494,4.055924455,6.139620928,4.482306203,4.810998275,5.331698052,9.201930308,10.98928095,11.44193263,3.043397004,9.556281873,6.242806359,7.652285708,6.073447517,4.830463234,9.287188298,0.466026688,5.385324039,5.126551678,2.266876472,9.917498888,8.430092879,9.612875867,7.762275722,8.243045421,9.287188298,2.827920619,0,10.6862729,3.4975485,6.955975313,7.405354234,12.01971929,2.903366118,4.120600774,8.503165842,5.358758438,8.011126599,8.832466002,3.988221132,11.02006321,8.244858525,11.24771987,10.34261919,10.42455474,10.41973902,9.864316167,6.081593151,2.37687379,0.466026688,0,9.657148711,10.40966672,6.048730981,11.03508775,8.736428992,8.185638629,10.76045384,9.188823713,4.298856233,14.39750084,8.257496276,9.688152377,9.700767409,7.142729963,7.029397668,10.28429203,10.02972894
sample_427,0,4.372151152,3.802534459,5.707417115,9.812804637,0,8.390972857,1.106214296,0,0,1.106214296,1.343123519,2.67346597,0,0,0,0,0,0,8.673528158,4.131177886,5.655792585,8.838828891,0,1.343123519,0.469156632,4.98825295,10.03989234,8.045574024,6.081884967,0,2.67346597,7.792074462,6.542590822,13.65606727,9.383853306,0.469156632,0,9.724479746,1.343123519,9.6120889,0,0,0.822526219,0,9.539453525,10.16539696,10.56616823,11.95519582,0,9.685207826,9.427981128,11.82785871,9.448754379,8.371018622,9.633883435,9.851122801,6.673259601,12.29373602,4.611148768,7.171316931,0,1.724868515,1.546610522,9.481694505,11.24666935,11.04446243,2.156493699,9.362114782,5.286932883,8.644728756,9.25821739,6.798063479,8.98493392,1.546610522,8.541390934,4.565054845,3.18100711,10.31493439,8.472828909,10.04671477,5.942270517,9.296629474,11.8074314,6.009040307,0,11.34521117,3.353633818,8.395919659,14.67267947,10.58434246,3.053267765,3.555718009,4.934879724,5.485594273,8.613933082,8.316417308,2.984880959,10.05768041,9.091411584,10.40870125,10.90369359,10.24247151,10.97207513,10.27370237,7.7250049,2.026481392,1.106214296,0,10.44891127,11.33322804,1.343123519,10.74187142,8.712372233,8.675600724,11.12063317,7.929850162,6.156212546,14.73832453,9.137418988,9.747879113,8.503702527,7.023588039,7.850405648,9.960048283,9.99224443
sample_428,0,3.151339301,3.503666755,6.792022388,9.22492779,0,8.937214902,0.667210912,0,0,3.206596342,3.673499891,2.653472812,0.667210912,1.978159013,0,0,0,9.196292286,8.853499823,3.010009957,7.488531076,10.40230862,0,3.111649001,0,0,9.797693946,6.897034657,8.164600259,1.121678557,5.568339223,7.044208306,0,14.58160075,10.21945897,2.178842096,0,10.17831627,5.181046878,9.3627263,0,0,0,0,5.930110457,8.523158102,9.881017574,11.16777564,1.466705419,9.367831882,9.906874065,10.98147452,9.430678347,7.470805271,9.116013793,10.62652127,7.000033813,6.723285505,6.360025337,6.052611521,8.201633861,0,2.511923396,11.20985541,10.91361499,10.72953578,1.744979109,9.877416049,3.673499891,9.488504967,3.534011785,4.980697122,8.178395954,1.121678557,10.67505727,7.226489263,0,10.5259514,8.459521784,8.24701605,6.962780354,8.457109964,1.121678557,0,1.466705419,10.98817341,10.87438971,13.75823363,10.79736161,9.912164814,7.825168687,6.149119106,9.57557139,3.60543507,8.471520777,9.089789432,3.458854425,9.668145724,9.584438301,10.01001052,9.785249741,9.334098944,10.26429011,10.76017936,6.715234455,3.91756542,1.978159013,0.667210912,9.229172107,10.56121156,1.121678557,11.26783422,8.22166445,8.728747045,10.73849764,8.351994857,3.379565515,10.06647942,7.794929167,9.530402435,8.271925177,8.938944406,8.072089718,10.03852123,9.661876055
sample_429,0,2.52902131,1.542406646,6.433288318,11.12553617,0,7.956132178,0,0,0,0,1.346304516,4.125535391,0,0,0,0,0,0,7.844366821,3.284143936,0,11.67135088,0,0,0.598555773,2.492571059,9.271570409,5.379281318,9.104706198,0,0,5.633242287,2.842073722,13.68572338,7.673210124,0,0,10.06204614,2.354339313,10.30599331,0,0,0,0,4.125535391,10.55510675,9.491570541,11.70507075,1.02034218,8.871634226,9.888994329,11.83847123,9.408860436,7.320926878,6.8666113,11.06311191,6.816151675,8.919915067,5.248792871,6.832649545,7.343940739,3.622051819,4.323773564,8.577527019,10.96780265,10.86734052,1.346304516,9.686024219,6.017062269,7.869963915,4.897022552,6.017062269,7.815018173,0.598555773,7.651238296,3.284143936,1.612022163,10.55997928,7.278560967,9.556061491,8.165891846,8.823322653,5.65431237,2.354339313,9.353235061,9.916122794,1.346304516,9.369028007,6.397481262,10.45876545,0,3.205908563,4.037918081,9.601650095,6.676634129,9.254667261,3.284143936,10.43055709,8.172127437,10.52772134,10.4822937,10.16127048,10.04600532,10.78564863,5.287294976,2.03040671,1.02034218,0,10.13841261,10.67610694,8.829859071,11.08068431,8.334907887,8.790192081,11.33645635,8.696741544,7.698426865,11.48101229,9.045961652,10.22153879,9.201477038,6.647336098,8.930595426,10.2156058,10.61261974
sample_430,0,0,1.304218969,6.948682604,9.12210582,0,4.571549401,0,0,0,0.45143533,0,3.295311607,0,0.794769348,0,0,0,10.29587223,9.637329484,1.071899932,4.895603152,8.664831241,0,1.071899932,1.836610908,0,9.224004087,5.585722721,4.191175711,8.416020564,0.45143533,6.063729424,0,15.71457288,10.76686014,3.44882168,0,9.584460852,5.293076147,9.240746024,0,0,0,0,6.466587969,8.618385502,9.745635672,11.30119322,0,9.373646037,9.207063142,11.63363555,9.956095868,7.766575286,7.593518112,10.46139759,6.587255464,8.507699514,1.304218969,5.505271683,6.907287282,0.45143533,3.714102615,11.04488586,10.72895787,10.54784887,3.295311607,8.832329912,3.240299063,5.585722721,6.301690066,2.782031066,9.352800449,0,7.39053872,5.237965176,0,10.54564989,9.03889979,8.33954273,6.571570636,7.335810149,4.070183214,0,0,10.50107086,9.348741431,11.66514935,11.00289235,8.054658579,5.223851124,6.797220545,9.144755099,0,9.049941097,8.848516534,3.44882168,10.96335852,10.28274095,10.0435605,10.28019079,9.603661577,10.11078343,10.47226436,9.835393574,2.333767192,2.435255205,0.45143533,10.05556715,8.78023791,2.619037321,10.55632403,8.306444534,7.885659772,10.9601685,8.947382709,5.180665063,11.80799079,6.399109556,10.13690142,7.907900129,10.2733527,7.970520085,10.22987628,10.50180734
sample_431,0,2.603406772,3.303620034,8.546624411,10.95460347,0,6.526395948,0.997473072,0,0,0,0.997473072,2.902517417,0,0,0,0,0,0,8.714358868,2.455307491,0,9.831804421,0,0,0.583326519,0.997473072,10.01801931,2.317882883,4.877773692,6.184853529,0,7.307328335,1.318924164,11.70207743,8.784503983,0.997473072,1.996207946,10.09891375,0,9.410707855,0,0,0,3.580338474,7.061084921,10.25176642,8.646022212,12.25293739,0.997473072,9.039363249,10.00198516,11.98488836,9.559115106,6.549601408,6.113973395,10.95821919,7.129416975,7.602312858,1.581592279,6.531222365,5.889862881,3.083009078,1.318924164,7.719498345,9.402233994,4.925861786,2.166008383,6.174937663,1.80376433,8.314646683,1.318924164,1.80376433,8.223794181,2.166008383,9.24763325,3.949478905,0,8.996925364,8.838891905,9.921260768,7.324207555,9.743996226,0,0,2.317882883,11.38915807,5.14484991,10.73432011,6.061123814,8.799100261,3.387762315,4.352758525,5.709301665,1.581592279,5.865411605,10.26526341,2.696171913,9.668275166,9.027015784,10.82587306,10.76562591,10.9690195,10.24822409,8.587428753,5.667483436,2.166008383,4.776504096,3.902189376,9.612433596,11.6453387,9.224988063,11.00968168,8.979388038,8.157367148,11.41017572,7.769771739,2.902517417,11.52097219,8.724592295,9.134518732,8.174885746,7.994981297,6.470749967,9.968897145,9.791815699
sample_432,0,4.010045775,4.370673459,6.879779271,9.821912665,0,7.837590091,0.756254743,0,0,0.427069755,0.427069755,2.541911266,0,0,0,0,0,0,10.21970096,5.404133352,5.308160616,9.602893685,0,0,0,2.980189857,8.20743413,3.546079531,5.942727962,0.427069755,0,7.044394119,1.616969278,12.95891697,6.091412113,0,0,9.908764881,1.024035935,8.988190451,0.427069755,0,0,0.427069755,6.528329078,11.40030843,9.678846582,10.59651591,0,7.820083205,8.108247391,11.71718802,9.840466381,8.509755214,7.407922034,8.94648232,3.316377482,8.143832153,0.756254743,7.351301467,5.147896846,2.360223793,3.041856243,10.46938744,10.70084715,9.259538495,6.127408357,8.088295333,5.719232734,6.533705057,2.260025656,2.035940564,10.0916205,0,5.076037401,5.319531231,1.024035935,9.617807207,9.054197294,9.31911661,6.935176839,8.27478813,9.707070909,4.132428782,5.888212337,9.84749745,2.035940564,10.43103787,7.654815012,11.89072027,0.427069755,2.035940564,2.77764064,2.152345693,7.217327668,7.952420936,2.453938935,11.36399235,7.863436739,11.74612798,10.26847182,10.73098802,10.68884475,9.876341971,4.391190306,0.756254743,0,0,9.372586504,9.606086841,4.764765458,10.94881983,8.77099418,7.076163565,9.81420432,9.567956075,2.035940564,14.79538018,9.376331629,10.60930804,9.55875743,6.356992412,6.467841904,11.19167615,10.6525582
sample_433,0,3.33574049,4.056410117,7.174486317,10.10895563,0,8.477859434,0,0,0,0,1.623117702,2.605375803,0,0.300065137,0,0,0,0.300065137,7.831421261,2.809455605,6.257766854,7.292800151,0,2.430820497,0.300065137,5.807772213,9.988727285,6.646275003,4.536668402,0.300065137,2.856248722,6.497385629,3.848728087,12.77047188,8.375135028,0,0,9.823356093,0,10.35516386,0,0,0,0,9.469261254,10.46753423,11.55765994,11.97702228,0,9.189214249,9.384980125,11.73405755,9.275158407,8.122175723,7.953492243,9.967226259,7.552991795,11.22991833,3.938690405,6.876639724,1.255198566,0.760007987,1.108223341,9.851417995,11.59866668,10.51753161,3.481699348,9.237527868,3.871695824,8.40397066,7.953492243,3.676854117,8.889306216,0.300065137,7.104504405,3.75303753,0.300065137,10.17477591,8.422556797,9.742351546,6.714135594,8.592879319,6.446633399,0.760007987,0.300065137,11.08115718,2.159435436,8.553479545,13.64870585,9.661888522,1.916056195,2.945551522,5.911142678,9.494447613,6.821620937,8.599775259,2.430820497,10.06386691,9.239741718,10.14856556,10.87375169,10.13291095,10.61962393,10.90034608,7.438342759,1.255198566,1.727528424,0.300065137,10.04157702,10.29219508,0.54823932,12.09301474,8.659549997,8.779128369,11.17933687,8.087038457,5.256135077,13.45888077,8.874461945,10.15677834,8.992434225,6.827501495,8.191118451,10.21788502,10.6853007
sample_434,0,1.011280936,3.166763641,6.273047721,9.562391266,0,5.986210673,0.367594722,0,0,1.731834914,0.367594722,3.045233261,0.367594722,0,0,0,0,0,9.613524286,2.339906997,4.676735666,9.407027649,0,0,0,8.6407619,8.260082128,3.516885042,7.45256249,0,0.367594722,5.711938109,2.164239212,13.91565534,9.10111426,0.367594722,0,9.10643993,0,9.654619919,0,0.660289751,0.660289751,2.766340733,4.490197857,10.01736521,10.58206669,11.01667599,0.367594722,8.249099227,8.795757209,11.30889643,9.397747354,8.008591091,8.22832328,10.53684943,8.495203469,9.421143334,0.660289751,5.587037887,9.805872822,5.979590964,2.82659933,10.42709281,10.80810345,10.88804304,9.775623448,4.962544396,5.328258438,8.804208479,3.588240904,3.045233261,8.52505876,2.637702976,2.884441629,4.413688851,0.660289751,7.576484347,8.856627834,9.632637204,7.653382523,9.274722914,2.339906997,0.367594722,0.660289751,12.28682918,3.278832268,11.81434614,8.967831458,10.66485612,5.890653403,6.142535972,9.059347165,0,8.41896996,8.375508665,2.420320701,11.0845626,9.232893353,10.23656437,11.15418521,10.5542147,10.49365534,9.197676218,4.975909858,2.254745198,0.367594722,0,9.435724426,9.79460269,2.254745198,11.07624776,8.639713319,7.520720815,9.118541422,8.411612672,2.993601908,13.19483533,8.122636485,10.6969936,9.6156609,7.17926222,9.095766221,10.43067208,9.90133606
sample_435,0,4.134196292,3.722608101,6.139899194,9.642600499,0,7.988400664,1.683651545,0,0,0,1.307370233,1.683651545,0.452806263,0.797012978,0,0,0,9.26429715,10.67168259,4.764468243,0,7.159487912,0,0,0.797012978,0,8.913472881,3.501375449,4.967348472,5.888976983,0,6.212569339,1.074642438,15.00797771,8.689554266,5.031699549,0,9.133070269,5.534621933,9.068152168,0,0,0,0,7.321233631,9.566065458,11.06836852,10.92716313,0.452806263,8.727661835,8.781880957,11.96760814,10.05535023,7.917563034,9.077045341,10.12035453,8.203979273,9.648576891,4.859154573,6.902953885,9.124516835,3.635835635,3.066020284,10.77053176,10.64800698,11.47758627,2.43956995,9.136855292,6.744093804,7.897621624,7.102563656,6.96456036,9.236346715,0,6.821378582,7.689180329,2.110563697,9.238521774,9.006393407,9.100491518,6.158337027,8.568666794,2.337996464,0,0,11.37235905,10.78184326,11.49943235,11.31735043,9.899775319,7.631329868,6.378981463,9.742237005,1.840402806,9.866540212,8.239617622,5.325008564,11.28701395,9.10725893,10.72451385,10.45724748,10.51763986,9.167706656,9.548413504,8.991839261,4.010600833,1.074642438,0,9.660459478,9.794688783,1.307370233,9.916385577,8.817690403,6.872213144,10.3476103,8.990793229,2.786533635,11.84643847,7.807889393,8.861809624,8.462584067,9.397255346,6.890264277,10.38866312,11.0189721
sample_436,0,3.083417629,1.864413986,7.373474214,9.659152142,0,7.214328836,0.340505301,0,0,1.221072783,0.615887074,2.157431827,1.221072783,0.340505301,0,0,0,1.763921421,8.516846443,4.626205483,3.418743167,8.916396028,0,0,5.49815511,0.615887074,9.469542107,6.456091523,7.284153192,0,0,5.009889067,1.046141782,13.44124536,10.17887645,0.846954584,0,9.442195007,1.974052006,10.18615139,0,0.846954584,0,0,4.173111439,11.3188704,9.660577133,11.9223168,0.340505301,8.396609062,9.789435832,11.7145761,9.202466699,7.792588596,5.996259929,10.87173586,3.250946419,7.8200449,2.832626762,6.134990966,5.725692084,0,2.534161233,8.251662292,12.27584806,10.82612738,3.439769394,8.996041251,5.789583201,8.312129654,6.913428001,5.928502979,9.143918863,1.046141782,5.718413688,4.855785434,0.340505301,10.03922066,8.405711619,9.52794219,8.713792028,8.24407836,8.444816125,4.610564242,3.812097706,9.412063809,3.756340152,8.067767769,5.572683554,12.42124697,0,2.068670811,3.839193708,6.066719962,7.529118164,8.134898584,3.403935735,11.60478022,8.461258422,10.53914912,11.20892932,9.989351921,10.47932556,9.831359503,6.106285498,2.068670811,1.87282876,0,9.390478533,9.938973802,1.221072783,11.29796516,7.537412559,7.470528731,10.30143903,9.238524163,2.3950628,12.49848774,9.643868813,10.13651697,9.26186221,6.234250299,7.032640871,9.942100991,10.47150249
sample_437,0,1.962697079,2.275424296,7.023277534,9.899930865,0,6.613846913,0.602551897,0,0,0,1.619929424,2.744677789,0,0,0,0,0,0,11.03832231,4.003035481,5.027799863,6.890908709,0,0,0,2.039278795,8.53178302,3.368949897,5.274392132,0,0,6.672793041,2.039278795,14.32946701,6.99424028,1.026304324,0,9.082715893,0,10.31007877,0,0.602551897,0,1.026304324,4.003035481,10.90347518,9.963485684,11.21514467,0.602551897,9.157963297,8.951395463,10.73686697,9.582484499,7.813460557,7.096156414,10.24562401,6.915891327,11.32183792,1.619929424,7.776215872,9.887351625,0,0,9.645471104,10.54697161,10.31185047,6.221360912,7.023277534,4.957329604,8.413936743,3.216377257,2.952184443,8.221891578,4.178499535,6.42656836,4.258827933,2.039278795,9.689169843,9.068856187,9.445461867,7.124141995,8.886504422,11.62032523,7.294979081,4.805137652,10.35474526,2.363787841,12.11738337,9.701339388,7.810134583,2.628540319,3.506919245,7.299739199,4.722564387,7.400563545,8.236846552,4.750617223,10.46995718,8.848072045,10.93819756,10.82484739,10.70675501,10.05209251,9.87226856,5.179964807,1.84478735,0,0,8.672237921,10.34902684,7.21165472,10.33461967,8.545860286,7.547719723,10.85180369,9.10189953,2.852158684,11.24225713,7.535679741,8.835027163,9.042149092,7.117850855,7.583248282,10.40304399,10.47101467
sample_438,0,2.065227623,2.109360559,5.832890014,10.43671154,0,8.566054038,1,0,0,1.807354922,0,2.906890596,2.169925001,1.584962501,1,0,0,8.758223215,8.407267764,3.857980995,2,9.93737382,0,0,1,0.584962501,9.878817285,7.13442632,6.74825995,2.700439718,1,5.461888664,0,14.28683207,10.2366122,4.169925001,1,10.09605624,5.475733431,9.900866808,1.584962501,2.169925001,0,0.584962501,6.451211112,9.659995892,9.695228292,11.61723786,1.321928095,9.28653466,9.469641817,11.92740761,9.89102419,7.791162889,8.204571144,10.49934763,5.392317423,7.703903573,4.392317423,6.374170076,5.285402219,3.523561956,5.442943496,10.62477718,10.35369821,10.97010589,1.807354922,8.449148645,5.584962501,7.527477006,5.426264755,5.714245518,8.766528909,0,9.639340709,7.707359132,2.321928095,10.18468942,8.344295908,10.28250931,7.274075255,8.571752644,0.584962501,1,2,10.18858885,9.930737338,12.63719089,9.839991071,9.681238412,8.392317423,8.342074668,9.841564348,1.321928095,8.612868497,9.982280605,5.475733431,10.50729912,10.02997735,10.15545073,10.18363538,10.50581155,10.17866485,11.18239435,7.294620749,3.857980995,3,2.700439718,10.45840661,10.15924065,1,10.73343908,8.434628228,9.222794903,11.18611424,9.217957698,4.044394119,10.4372319,8.147204925,9.171176798,8.415741768,9.078150808,7.903881846,10.52864945,10.28655776
sample_439,0,4.176913135,3.242876843,7.048792001,10.43305333,0,7.210096586,0.33433944,0,0,0,2.134155212,2.29610495,0.833740194,0,0,0.33433944,0,2.370750169,11.02617068,5.188353446,0,7.060306838,0,0,0,0.605494334,9.502075956,5.399154,6.552326345,0,1.851039386,6.190907162,7.530078548,12.92591229,6.949009584,1.204015477,0,9.315113325,0,9.528803753,0,0,0,1.358677571,8.745378529,10.80451827,10.11193115,11.58994134,0,9.22550149,8.558458981,12.2628847,9.880088564,8.980259559,6.269422203,10.52093292,6.758169904,7.812042498,3.183232413,6.33193268,12.14863546,0,3.699862525,9.856725864,10.18710459,9.437352597,3.837801992,7.023188806,6.801688961,9.158039061,4.673053202,6.55196506,9.332723596,1.498404066,7.051828854,4.813452861,2.370750169,9.427830319,9.009019586,8.75846642,7.312665174,8.992128274,6.51130357,1.74278234,0,10.81102943,5.681615115,7.87428672,6.964156006,11.33803436,2.959714523,5.590868451,6.531777562,8.385892591,6.949009584,8.978767651,5.278341659,10.62154825,8.997289585,10.59625499,11.02074387,9.738860704,10.87552667,9.554546645,4.800014603,2.509341141,2.509341141,3.4814927,9.37583009,9.883677323,2.509341141,10.63248635,8.645579181,7.528141509,9.917524248,8.575323677,4.86600292,11.92194133,8.697249085,10.13887333,10.31486643,6.961137101,8.283370844,10.72914486,10.74679981
sample_440,0,4.291743519,4.085815532,6.180330892,9.221381698,0,7.159669547,0,0,0,0.362554049,0.892973815,3.123202659,0,0.362554049,0,0,0,1.099429872,10.7984961,4.723826107,0,8.448058473,0,0,1.099429872,6.484763293,8.873237999,2.747065094,6.347867591,0.362554049,0.362554049,7.193288793,4.247730079,14.41021283,10.57951394,1.71606903,0.362554049,8.785364187,1.584818224,9.476974992,0.362554049,0,0.362554049,2.618732001,5.647769238,9.845955715,9.78092028,10.91364491,0.892973815,9.385558303,9.162904867,11.28031841,9.754920898,7.730626371,7.82815553,10.37685252,5.896346937,7.732567695,3.300987618,5.417120014,9.440663647,10.71121095,3.075104722,10.34863964,9.642362227,10.31543264,10.48720696,7.400674542,7.036360464,9.039889602,6.45218522,6.512113085,8.928417701,1.947366928,5.031651033,6.041065526,1.584818224,8.948536607,8.936852855,9.771047019,8.608971832,9.165778815,1.836368534,0.651958653,0.362554049,11.56251434,4.03794443,12.02062582,10.15588076,10.59850851,5.554386246,6.442739514,8.271257581,1.440420721,7.806227376,9.318820702,3.53230449,10.82167833,9.224828936,10.17525013,11.52915722,10.46754442,10.58784313,9.727471244,5.943986945,1.584818224,1.099429872,0,8.491075434,9.741982624,0.651958653,11.21107305,9.204015967,7.971336619,9.501062897,9.377624839,1.947366928,12.70446999,10.73123416,10.00441712,9.421557841,7.235468592,7.912685788,10.1261753,10.09349679
sample_441,0.547745939,4.397337501,5.124410856,6.201220203,9.914885877,0,9.095273056,0,0,0,0,1.245921533,1.245921533,0,0,0,0,0,0,7.537047519,3.635893663,1.904387754,9.756884853,0,0,0,0,8.071178086,2.21971064,5.973778861,0.5431989,0.5431989,8.547546226,10.64961546,12.97458309,9.116822181,0.93696766,0,8.865665232,0,10.41561503,0,0,0,0,7.575599752,10.31615706,9.927810548,10.72754612,1.904387754,9.041106058,9.409416395,11.15910186,8.844294628,7.036887913,7.115106092,10.11194419,4.491250244,6.434716621,6.06271753,5.595655823,3.738303074,0.93696766,2.795808499,9.168085395,10.42284269,10.25701062,3.966421238,9.019760284,5.601509334,8.950780412,4.269773759,6.239002713,9.763731909,0,6.042843482,4.235160285,0.5431989,9.067977454,8.636229456,10.46359589,7.24785158,9.196562785,0.93696766,0,0,9.988812479,4.548751024,7.568662994,8.953445681,10.00302592,0.93696766,0.5431989,3.206408798,1.245921533,6.899985227,9.832632141,4.008020688,10.46872585,9.176180631,10.28741227,10.27682231,10.97144296,10.20933151,8.306066248,3.581821222,2.070629757,0.93696766,0,9.053673422,11.66367373,0.5431989,11.44450246,9.492353945,7.89947173,10.98517308,7.972198653,2.354790649,10.83256569,10.06406908,9.086807645,10.56679613,6.586577115,7.603003144,10.74795797,10.07266857
sample_442,0,3.01496224,3.355213648,6.833712369,9.487793819,0,7.725727526,0,0,0,0.970706433,1.286703756,1.545770726,0.565499693,0,0,0,0,2.274768566,8.93528883,4.849719097,5.737878711,5.787359325,0,0,0,1.955833538,9.242409581,2.948357886,5.203921541,0,0,5.432411614,6.648754471,17.34369755,7.437011292,0,0,8.802034848,3.338880756,9.776934681,0.565499693,0,0,2.274768566,7.526092293,10.13193411,9.303949661,11.02764341,0,9.528524437,9.276301241,12.3343543,10.13251258,7.522330435,8.468457059,10.4033636,4.697940583,6.669310286,1.76532257,6.413741309,4.36989218,3.268778707,4.36989218,8.950736678,8.544601299,9.96324435,7.72899527,7.57411665,5.434014326,7.065367663,5.030057931,4.825505811,9.324612615,0,3.035377575,4.11409212,0.565499693,8.80904459,8.584823484,9.251525016,7.152872957,8.940936061,0.970706433,0,0,11.28041121,5.465693732,6.606748679,6.996558226,9.747434397,0.970706433,3.035377575,3.752481004,0,7.802167362,9.457586084,3.802958315,10.36817904,7.883578053,10.80309785,11.68461714,11.19970301,10.06887231,7.581366313,4.873532702,1.76532257,0.970706433,0.970706433,9.085583993,9.699943706,0.565499693,9.770607737,8.426814049,6.860180671,9.775355132,7.476422194,2.124096491,11.37651071,8.69584422,8.876105566,9.373448113,6.548767975,7.595749798,10.72497421,10.5747638
sample_443,0,3.993284881,5.367231263,6.000973491,9.852081572,0,8.452270073,0.772054552,0,0,1.043764442,0.772054552,3.075703759,0.437121184,0,0,0,0,1.043764442,9.164642995,4.196843068,0,6.084893406,0,0,1.46952135,3.664175609,9.270933009,5.521672671,6.80481509,0.437121184,1.642978764,6.972003304,1.642978764,13.27837686,8.40936972,0,0,9.67730386,1.272262125,9.179685206,0,0,0.437121184,0,10.42710329,10.61133839,10.50469983,11.71355836,0.437121184,9.169739643,9.236648073,11.90116105,9.550125331,8.199642902,8.619955827,9.936297835,7.66067339,10.09033741,3.350539679,6.960731786,1.797843067,1.043764442,2.0651242,8.296801521,11.34060677,11.16030635,5.267116262,9.640038822,3.399731653,7.539678398,6.619276541,4.820025748,8.858599605,0.437121184,7.929234733,3.954950038,3.493378341,9.978252842,8.714132159,9.748469619,7.006006223,8.51780322,10.06435207,6.23476954,0,10.89377932,3.493378341,7.404596626,14.97102257,10.11217883,0.772054552,3.246803292,5.857259467,3.191988953,6.460231437,7.988730125,3.623328442,10.52180652,8.629006833,10.61785311,10.94982671,10.34155218,10.5148521,8.949175965,6.734018587,1.043764442,1.46952135,0,10.04515898,10.11953775,0,10.85130399,8.182170855,8.165911939,9.863634967,8.091498858,4.110814224,13.5953857,8.427275126,10.41294026,9.278349558,6.799644274,7.83176326,10.05614996,10.9987949
